text,intent,domain,intent_name,domain_name
i need an alarm set please,91,6,alarm,utility
have an alarm wake me at 10 30 am,91,6,alarm,utility
i want an alarm to go off at 9 am,91,6,alarm,utility
i need an alarm set for 9 am and another for 11 am,91,6,alarm,utility
i need an alarm set for 5 30 pm,91,6,alarm,utility
i need you to schedule an alarm,91,6,alarm,utility
please create an alarm for 5 45 am and an alarm for 6 15 am,91,6,alarm,utility
would you set up an alarm for me,91,6,alarm,utility
please create one alarm for 330 pm and one for 8 pm,91,6,alarm,utility
please create a new alarm for me,91,6,alarm,utility
i need an alarm to go off at 6 am,91,6,alarm,utility
"please set two alarms , one at 12 pm and the next at 1 pm",91,6,alarm,utility
please create an alarm for 12 noon,91,6,alarm,utility
i need one alarm to go off at 6 30 am and a second alarm set for 8 00 am,91,6,alarm,utility
help me get up at eight thirty in the morning tomorrow,91,6,alarm,utility
i want to be woken up at 9 tomorrow,91,6,alarm,utility
what are the things that i have for today,50,3,todo_list,home
what is left to do today,50,3,todo_list,home
what do i have to do today,50,3,todo_list,home
"the tasks for today , what are they",50,3,todo_list,home
i need to know what my to do list is looking like,50,3,todo_list,home
is cleaning the kitchen coming up on my list of things i have to do today,50,3,todo_list,home
do i have cleaning the counters on my to do list,50,3,todo_list,home
is cleaning the toilet on my to do list,50,3,todo_list,home
tell me what is on the list of things to do,50,3,todo_list,home
tell me what is on my to do list,50,3,todo_list,home
is vacuuming on my list of things to do,50,3,todo_list,home
will an oil change be on my to do list tomorrow,50,3,todo_list,home
read me my list of things to do,50,3,todo_list,home
please read my todo list,50,3,todo_list,home
tell me what is on my todo list,50,3,todo_list,home
i need my todo list read,50,3,todo_list,home
i need to hear my todo list,50,3,todo_list,home
is taking out the trash on my to do list,50,3,todo_list,home
read to me my to do list,50,3,todo_list,home
read back my to do list,50,3,todo_list,home
can you tell me my to do list,50,3,todo_list,home
i want to know what i have to do,50,3,todo_list,home
read back to me my to do list,50,3,todo_list,home
tell me the content of my to do list today,50,3,todo_list,home
what is on my to do list,50,3,todo_list,home
please read back to me my to do list,50,3,todo_list,home
let me know what i have to do today,50,3,todo_list,home
is fixing mom 's kitchen blind on my to do list,50,3,todo_list,home
check my domestic to do list for carpet cleaning,50,3,todo_list,home
do my task list have call kath on it,50,3,todo_list,home
check my to do list to see if jewelry repair is listed,50,3,todo_list,home
does my errand list have goodwill on it,50,3,todo_list,home
can you tell me the items on my to do list,50,3,todo_list,home
do i have brush my teeth on my todo list,50,3,todo_list,home
what chores do i have waiting on my reminder list,50,3,todo_list,home
do i have get an oil change on my todo list,50,3,todo_list,home
do i already have a task on my todo list to research delaware,50,3,todo_list,home
what do i have on my need to do list,50,3,todo_list,home
read my complete todo list to me,50,3,todo_list,home
i want to hear everything on my todo list,50,3,todo_list,home
do i have any birthdays on my todo list,50,3,todo_list,home
how many items are on my todo list,50,3,todo_list,home
is doing my laundry already on my todo list,50,3,todo_list,home
how many chores are on my todo list,50,3,todo_list,home
iterate the items on my todo list,50,3,todo_list,home
do i have an item on my todo list related to shopping,50,3,todo_list,home
are the items on my todo list listed alphabetically,50,3,todo_list,home
did i add purchase tickets to the penguin game to my todo list,50,3,todo_list,home
did i remember to add buy flowers to my chore list today,50,3,todo_list,home
can you check if i 've added an item to throw out the carcasses on my todo list,50,3,todo_list,home
what tasks have i yet to complete off my list,50,3,todo_list,home
do i have anything on my todo list about shoveling snow,50,3,todo_list,home
what items do i need to do,50,3,todo_list,home
did i create a task to clean the gutters on my list,50,3,todo_list,home
tell me what i have on my todo list,50,3,todo_list,home
is studying for the chem exam on my todo list,50,3,todo_list,home
please tell me all items on my todo list,50,3,todo_list,home
do i have a car wash scheduled on my to do list,50,3,todo_list,home
at what time is laundry on my to do list,50,3,todo_list,home
have i set aside a time on my to do list to do my taxes,50,3,todo_list,home
did i jot down a time to see my accountant on my to do list,50,3,todo_list,home
when is babysitting on my to do list,50,3,todo_list,home
what does my to do list consist of,50,3,todo_list,home
can you please tell me what is on my to do list,50,3,todo_list,home
i wonder what my to do list looks like for today,50,3,todo_list,home
what does my to do list look like,50,3,todo_list,home
"let me hear all of the items on my to do list , please",50,3,todo_list,home
"repeat my to do list to me , please",50,3,todo_list,home
let 's go over the list of items on the to do list just to be sure we got it all,50,3,todo_list,home
can i hear the complete to do list just dictated,50,3,todo_list,home
"tell me what things i need to accomplish per my to do list , please",50,3,todo_list,home
"can you tell me all of the things on my to do list for tomorrow , please",50,3,todo_list,home
please remind me of the tasks on my to do list,50,3,todo_list,home
go ahead and say all of the points on my list of to do 's please,50,3,todo_list,home
"what do i have to do tomorrow , according to my to do list",50,3,todo_list,home
i want to hear my to do list please,50,3,todo_list,home
what have i got on my to do list,50,3,todo_list,home
let me know whether folding laundry is on my to do list,50,3,todo_list,home
can you tell me the tasks on my to do list,50,3,todo_list,home
i need to know what tasks are on my to do list,50,3,todo_list,home
i want to hear my to do list read out loud,50,3,todo_list,home
can you look to see whether feeding the fish is on my to do list,50,3,todo_list,home
please let me know if giving the dog a bath is on my list of tasks to complete,50,3,todo_list,home
can you walk me through the various tasks on my to do list,50,3,todo_list,home
what do i have left to do on my to do list,50,3,todo_list,home
is changing the water filter on my to do list right now,50,3,todo_list,home
please tell me all the items on my to do list right now,50,3,todo_list,home
please inform me of what tasks i have listed on my to do list,50,3,todo_list,home
look to see if i have folding laundry on my to do list,50,3,todo_list,home
please read out my list of tasks to accomplish,50,3,todo_list,home
i need to know everything on my to do list currently,50,3,todo_list,home
i need to know if sorting the mail is on my to do list,50,3,todo_list,home
can you read my to do list to me please,50,3,todo_list,home
check my to do list to see if feeding the fish is on it,50,3,todo_list,home
did i put unpacking groceries on my to do list,50,3,todo_list,home
will you please go back over everything on my to do list,50,3,todo_list,home
read my to do list to me,50,3,todo_list,home
i need to know if cleaning out the fridge is on my to do list,50,3,todo_list,home
do i have watering the plants on my to do list,50,3,todo_list,home
let 's go through my to do list items please,50,3,todo_list,home
use a different accent,146,9,change_accent,meta
try using a different accent,146,9,change_accent,meta
speak in a different accent,146,9,change_accent,meta
change the accent you 're speaking in,146,9,change_accent,meta
could you change the accent you 're using,146,9,change_accent,meta
would you change your accent to the male british one,146,9,change_accent,meta
i want your accent changed to the male british one,146,9,change_accent,meta
i need for you to change your accent to the male british one,146,9,change_accent,meta
would you please get your accent changed to the male british one,146,9,change_accent,meta
try it with a male voice,146,9,change_accent,meta
could you use a male voice,146,9,change_accent,meta
use a male voice now,146,9,change_accent,meta
use a male voice instead,146,9,change_accent,meta
try a male voice,146,9,change_accent,meta
i would prefer your voice to be male,146,9,change_accent,meta
please use a male voice when speaking,146,9,change_accent,meta
can you switch to the female voice,146,9,change_accent,meta
change to a male voice,146,9,change_accent,meta
please change your accent to a british male,146,9,change_accent,meta
can you change the way you talk to a male british voice,146,9,change_accent,meta
could you talk like a british male,146,9,change_accent,meta
can i change the voice to male,146,9,change_accent,meta
i want to hear the female voice option,146,9,change_accent,meta
is there a way to change the voice to male,146,9,change_accent,meta
i would prefer to hear the female voice,146,9,change_accent,meta
i would prefer to hear you speak like a british male,146,9,change_accent,meta
start speaking in a male british voice,146,9,change_accent,meta
go ahead and switch to the female voice,146,9,change_accent,meta
i shall switch to the male voice,146,9,change_accent,meta
i must to the female voice,146,9,change_accent,meta
please change to the female voice,146,9,change_accent,meta
please change your accent to the male british one,146,9,change_accent,meta
i need you to change your accent to the male british one,146,9,change_accent,meta
i need to to the female voice,146,9,change_accent,meta
i need to switch to the male voice,146,9,change_accent,meta
go ahead and switch to the male voice,146,9,change_accent,meta
you need to change your accent to the male british one,146,9,change_accent,meta
i gotta to the female voice,146,9,change_accent,meta
i wanna switch to the male voice,146,9,change_accent,meta
go ahead and change your accent to the male british one,146,9,change_accent,meta
i must switch to the male voice,146,9,change_accent,meta
i want you to change your accent to the male british one,146,9,change_accent,meta
i wanna change to the female voice,146,9,change_accent,meta
i want to change what accent you use,146,9,change_accent,meta
use a new accent,146,9,change_accent,meta
switch to a different accent,146,9,change_accent,meta
can you use a different accent,146,9,change_accent,meta
let 's change your accent,146,9,change_accent,meta
speak in a male voice,146,9,change_accent,meta
can i hear the male voice please,146,9,change_accent,meta
can you change your accent to the male british one,146,9,change_accent,meta
use your male voice,146,9,change_accent,meta
please talk to me in the male british accent,146,9,change_accent,meta
use one of your male voices,146,9,change_accent,meta
can you use the male british accent,146,9,change_accent,meta
speak in a woman 's voice,146,9,change_accent,meta
switch over to the male voice mode,146,9,change_accent,meta
go to the female voice,146,9,change_accent,meta
please use your female voice,146,9,change_accent,meta
please change your accent the male british one,146,9,change_accent,meta
make your accent the male british one,146,9,change_accent,meta
switch over to the female voice,146,9,change_accent,meta
use a woman 's voice,146,9,change_accent,meta
can you speak like a british dude,146,9,change_accent,meta
do you have the ability to do a male british accent,146,9,change_accent,meta
is it possible for you to speak with a british gent 's accent,146,9,change_accent,meta
can i get you to talk like a pouty english guy,146,9,change_accent,meta
"if you can do accents , i want to hear you talk like david bowie",146,9,change_accent,meta
do a british male accent only,146,9,change_accent,meta
i want to hear a male british accent,146,9,change_accent,meta
change to a male british accent,146,9,change_accent,meta
switch to british male accent,146,9,change_accent,meta
can you do a british male accent,146,9,change_accent,meta
change accent to male british,146,9,change_accent,meta
set to female voice,146,9,change_accent,meta
please change accent to british male,146,9,change_accent,meta
please set to female voice,146,9,change_accent,meta
use male voice,146,9,change_accent,meta
can you switch to female voice,146,9,change_accent,meta
please use male voice,146,9,change_accent,meta
switch to female voice,146,9,change_accent,meta
can you use male voice,146,9,change_accent,meta
use male voice now,146,9,change_accent,meta
can you make your accent british male,146,9,change_accent,meta
now use male voice,146,9,change_accent,meta
speak as a british male,146,9,change_accent,meta
change accent to british male,146,9,change_accent,meta
change to female voice,146,9,change_accent,meta
use the male voice please,146,9,change_accent,meta
can you swap to male voice,146,9,change_accent,meta
i want to change to male voice,146,9,change_accent,meta
use female voice now instead,146,9,change_accent,meta
please start using female voice,146,9,change_accent,meta
i want to use the female voice now,146,9,change_accent,meta
i prefer female voice now,146,9,change_accent,meta
switch from the male to the female voice,146,9,change_accent,meta
please use male voice instead,146,9,change_accent,meta
switch over from female to the male voice,146,9,change_accent,meta
i need a new accent male british,146,9,change_accent,meta
switch to male british accent,146,9,change_accent,meta
where can i locate my w2 so i can do my taxes,109,7,w2,work
where is the w 2 form located,109,7,w2,work
where can i locate my w 2 form,109,7,w2,work
where can one receive their w 2 form,109,7,w2,work
what is the location of my w2 that is needed for taxes,109,7,w2,work
where would my w2 be found so i can do my taxes,109,7,w2,work
i need to find my w2 so i can do taxes,109,7,w2,work
where are w 2 forms given,109,7,w2,work
i require my w2 for taxes and need to locate it,109,7,w2,work
where do i get the form i need for taxes,109,7,w2,work
how can i get my year end summary for taxes,109,7,w2,work
where should i go to get a w2 to do my taxes,109,7,w2,work
where do i pick up a w2 form,109,7,w2,work
where can i get a w2 form,109,7,w2,work
tell me where a w2 is available please,109,7,w2,work
a w2 form can be gotten from where,109,7,w2,work
can i get a w2 form online,109,7,w2,work
help me get a w2 to do my taxes,109,7,w2,work
what location can i get a w2 from,109,7,w2,work
where can i get a w2,109,7,w2,work
a w2 form is obtainable where,109,7,w2,work
who can send me a w2 so i can complete my taxes,109,7,w2,work
how can i get my w2 to do my taxes,109,7,w2,work
where can i pick up my w2 to do my taxes,109,7,w2,work
where do i get the form that shows my wages for the year for taxes,109,7,w2,work
can you tell me what the form is employers are supposed to send you for taxes and where i get it,109,7,w2,work
i 've got tax issues and need help obtaining my w2,109,7,w2,work
i need to do taxes and have to get a w2,109,7,w2,work
where do i find the irs form that tells me the amount of money i owe them,109,7,w2,work
where do i get the tax form that i have to report to the irs,109,7,w2,work
can you locate my w 2,109,7,w2,work
i would like to know how to find my w 2,109,7,w2,work
can you help me find my w 2,109,7,w2,work
"hey , anyone seen my w 2",109,7,w2,work
help i ca n't find my w 2,109,7,w2,work
where is my w 2,109,7,w2,work
where can i get my w 2,109,7,w2,work
i need to download my w 2 form,109,7,w2,work
can you access my w 2,109,7,w2,work
how can i get a hold of my w 2,109,7,w2,work
i need to get a hold of my w 2 right now,109,7,w2,work
where can i get the form i need to do my taxes,109,7,w2,work
"where can i get the form i need to do my taxes , please",109,7,w2,work
"where can i get the employment document that i need to do my taxes , please",109,7,w2,work
where can i get a w2 form from,109,7,w2,work
where can i obtain a w2 form,109,7,w2,work
where can i find a w2 form,109,7,w2,work
where can i obtain a w2 form from,109,7,w2,work
where can i get the employment form i need to do my taxes,109,7,w2,work
"where can i get the employment form i need to do my taxes , please",109,7,w2,work
where is my w2,109,7,w2,work
where can i find my w2,109,7,w2,work
where can i find my w2 as i need it for tax reasons,109,7,w2,work
where do i get my tax papers,109,7,w2,work
where do i recieve a w2,109,7,w2,work
how do i get a w2,109,7,w2,work
is this where i get a w2,109,7,w2,work
can you tell me where to get a w2,109,7,w2,work
who has the tax form that shows my wages,109,7,w2,work
what is that tax form that shows my wages and where do i get it,109,7,w2,work
where do i locate the form that has my tax information,109,7,w2,work
who has the tax form that has my wage informaton,109,7,w2,work
where do i get the tax form that shows my wages,109,7,w2,work
where 's my w 2,109,7,w2,work
i ca n't find my w 2,109,7,w2,work
do you know where my w 2 is,109,7,w2,work
i'm having trouble locating my w 2,109,7,w2,work
where can i find my w 2,109,7,w2,work
provide me assistance on where to go to get my w2 for tax reasons,109,7,w2,work
i am in need of my w2 for tax reasons provide me where to get it,109,7,w2,work
assist me on where to go to get my w2 for tax reasons,109,7,w2,work
where do i go to get my w2 for tax reasons,109,7,w2,work
where can i get my w2 from for tax reasons,109,7,w2,work
i would like to get the forms to file for my w2,109,7,w2,work
where could i locate a w2 form from,109,7,w2,work
locate my w 2 form,109,7,w2,work
where could i find forms to get my w2,109,7,w2,work
where can i find my tax form to report what i earn,109,7,w2,work
where do i go to get my w 2,109,7,w2,work
how do i find my w 2 form,109,7,w2,work
what is the form i need to report my earnings,109,7,w2,work
where do i get my w2 form from,109,7,w2,work
tell me where to get myy w 2 form,109,7,w2,work
where can i find my w 2 form,109,7,w2,work
where can i locate a form for my w2,109,7,w2,work
is my w2 available at the post office,109,7,w2,work
i need to know where to get a w 2 form,109,7,w2,work
when will i receive my w2,109,7,w2,work
can i get my w2 online,109,7,w2,work
how do i get a w 2,109,7,w2,work
i need help getting a w 2,109,7,w2,work
can i get a w 2 from the post office,109,7,w2,work
can i get my w 2 online,109,7,w2,work
does my w2 come by mail,109,7,w2,work
how and where are my w2 forms given,109,7,w2,work
where can i get my w2 forms from,109,7,w2,work
from where are w2 forms given,109,7,w2,work
how do i get a w2 form and from where,109,7,w2,work
how do i get a personal w2 form,109,7,w2,work
have i been sent my w 2 in my email,109,7,w2,work
when should i pay my bill by,6,0,bill_due,banking
when is my car insurance due,6,0,bill_due,banking
when 's the gas bill due,6,0,bill_due,banking
when do i pay the utilities,6,0,bill_due,banking
do i pay my rent this week,6,0,bill_due,banking
i need to know when i must pay my car bill,6,0,bill_due,banking
how much is my water bill,6,0,bill_due,banking
is my bill due this week,6,0,bill_due,banking
how much time left to pay my bill,6,0,bill_due,banking
what day is my car insurance due,6,0,bill_due,banking
when 's the electric bill due,6,0,bill_due,banking
when 's the next phone bill,6,0,bill_due,banking
when is my next car payment,6,0,bill_due,banking
when is too late to pay my cable bill,6,0,bill_due,banking
can you alert me when my phone bill is due,6,0,bill_due,banking
on what day do i pay my car payment,6,0,bill_due,banking
how can i know when my cable bill is due,6,0,bill_due,banking
what day do i have to pay for my capital one card,6,0,bill_due,banking
how long do i have left to pay for my chase credit card,6,0,bill_due,banking
what is the due date of my att bill,6,0,bill_due,banking
when is my xfinity bill due,6,0,bill_due,banking
how many more days before my verizon bill is due,6,0,bill_due,banking
i cant remember when my bill is due,6,0,bill_due,banking
what is the due date of my bill,6,0,bill_due,banking
what day is my bill due,6,0,bill_due,banking
when is my bill due,6,0,bill_due,banking
tell me when my bill will be due,6,0,bill_due,banking
how do i locate when my gas bill is do,6,0,bill_due,banking
i would like to know my electric bills date it needs to be payed,6,0,bill_due,banking
i need to know where to locate when my gas bill is due,6,0,bill_due,banking
can you tell me when my electric bill is due,6,0,bill_due,banking
i need to know the due date for my credit card,6,0,bill_due,banking
where should i look for when my gas bill is due,6,0,bill_due,banking
can you tell me the date my credit card is due,6,0,bill_due,banking
i 'd like to find the date that my gas bill is due,6,0,bill_due,banking
how do i know when to pay my gas bill,6,0,bill_due,banking
when do i have to pay my water bill by,6,0,bill_due,banking
when do i have to pay my electric bill by,6,0,bill_due,banking
when do i have to pay my internet bill by,6,0,bill_due,banking
when do i have to pay my gas bill by,6,0,bill_due,banking
tell me when i have to pay my bill,6,0,bill_due,banking
what date do i have to pay my bill,6,0,bill_due,banking
give me the date my bill is due,6,0,bill_due,banking
on what day do i have to pay my nordstrom bill,6,0,bill_due,banking
when is my chase visa due,6,0,bill_due,banking
when do i need to pay my annual payment for auto insurance,6,0,bill_due,banking
what is the exact due date for my mortgage payment,6,0,bill_due,banking
what is the due date for my metronorth monthy pass,6,0,bill_due,banking
can you tell me when my peco energy bill is due this month,6,0,bill_due,banking
please find the exact payment due date for my sprint phone bill,6,0,bill_due,banking
what is the due date on my xfinity internet bill for february,6,0,bill_due,banking
what is the latest date that i can pay my direct tv bill this month,6,0,bill_due,banking
i need the new due date for my pgw gas bill,6,0,bill_due,banking
what time do i have to pay z bill,6,0,bill_due,banking
whats the due date for z bill,6,0,bill_due,banking
how soon before my catering bill is due,6,0,bill_due,banking
how long before my lawn guy bill 's due,6,0,bill_due,banking
when 's my heater bill due,6,0,bill_due,banking
what date is my water bill due,6,0,bill_due,banking
whats the deadline for amex payment,6,0,bill_due,banking
when is my visa due,6,0,bill_due,banking
when is visa due,6,0,bill_due,banking
do you know when i need to pay my mastercard,6,0,bill_due,banking
what 's the due date for my american express payment,6,0,bill_due,banking
when is my mortgage payment due,6,0,bill_due,banking
what 's the due date for the credit card,6,0,bill_due,banking
when 's the next time i have to pay the insurance,6,0,bill_due,banking
how long do i have to pay the gas bill,6,0,bill_due,banking
when 's the rent due,6,0,bill_due,banking
when does the car payment come due,6,0,bill_due,banking
when does the electric bill up,6,0,bill_due,banking
how do i check when my mortgage is next up for payment,6,0,bill_due,banking
when do i owe the state payment for my car tags,6,0,bill_due,banking
when do i owe the rent,6,0,bill_due,banking
do i need to pay my credit card bill already,6,0,bill_due,banking
do you know when my next electric bill is due,6,0,bill_due,banking
where do i find information on when the water bill is due,6,0,bill_due,banking
how do i ascertain when my next insurance payment will be,6,0,bill_due,banking
what do i do to check when my next credit card payment is,6,0,bill_due,banking
when do i need to pay my at t bill,6,0,bill_due,banking
what is the due date of my at t bill,6,0,bill_due,banking
is my at t bill do soon,6,0,bill_due,banking
when is my at t bill due,6,0,bill_due,banking
what date is my at t bill due,6,0,bill_due,banking
when 's the ac bill due,6,0,bill_due,banking
what day is the z bill due,6,0,bill_due,banking
what 's the due date for the renting bill,6,0,bill_due,banking
i want to know when a bill is due,6,0,bill_due,banking
what day is the bill due,6,0,bill_due,banking
i would like to know when the bill is due,6,0,bill_due,banking
what is the due date for a bill,6,0,bill_due,banking
when is the bill due,6,0,bill_due,banking
how do i find when my water bill needs to be paid,6,0,bill_due,banking
when is my water bill due,6,0,bill_due,banking
how do i find when my cable bill is due,6,0,bill_due,banking
when is my electric bill due,6,0,bill_due,banking
when do i need to pay the water bil,6,0,bill_due,banking
how do i find when my medical bill is due,6,0,bill_due,banking
when do i need to pay the cable bill,6,0,bill_due,banking
how do i find when my electric bill is due,6,0,bill_due,banking
can you provide me the calories in the smoothie,32,2,calories,dining
can you tell me the calories for the cheeseburger,32,2,calories,dining
i 'd like the calories for this chicken breast,32,2,calories,dining
how many calories in this slice of pizza,32,2,calories,dining
what about the calories for this chicken salad,32,2,calories,dining
how many calories are in a large fry,32,2,calories,dining
a large french fry has how many calories,32,2,calories,dining
what is the calorie content of a scoop of chocolate ice cream,32,2,calories,dining
how many calories in scoop of chocolate ice cream,32,2,calories,dining
tell me how many calories in a medium size apple,32,2,calories,dining
how many calories does a scoop of chocolate ice cream have,32,2,calories,dining
how many calories are in a can of coke,32,2,calories,dining
what 's the number of calories in a pepsi,32,2,calories,dining
what is the calorie content of a small bag of lay 's potato chips,32,2,calories,dining
how many calories does a kitkat have,32,2,calories,dining
how many calories are there in a scoop of chocolate ice cream,32,2,calories,dining
how many calories does a scoop of chocolate ice cream contain,32,2,calories,dining
what 's the expected calories in a cream filled cookie,32,2,calories,dining
what 's the amount of calories in a cheesy omelette,32,2,calories,dining
can you tell me the calorie count in a glazed donut,32,2,calories,dining
what 's the calorie count for tuna casserole,32,2,calories,dining
how many calories are in waffles,32,2,calories,dining
what 's the calorie content for fried eggs,32,2,calories,dining
what 's the amount of calories in an cream filled oatmeal cookie,32,2,calories,dining
how many calories are in chocolate cake,32,2,calories,dining
how high in calories is pork,32,2,calories,dining
how many calories are in a honey bun,32,2,calories,dining
what does a sausage sandwich have for calories,32,2,calories,dining
what 's the number of calories in a coke,32,2,calories,dining
what are the total calories for two servings of pasta,32,2,calories,dining
how many calories should i plan to be in a donut,32,2,calories,dining
how many calories would i estimate for fettuccine alfredo,32,2,calories,dining
how many calories does a big mac have,32,2,calories,dining
what 's the caloric content if you eat roast beef,32,2,calories,dining
how many calories would i consume if i ate a loaded hotdog,32,2,calories,dining
what 's the expected calorie load of a peanut butter and jelly sandwich,32,2,calories,dining
what 's a big bowl of ice cream contain in calories,32,2,calories,dining
do cheetos have a lot of calories,32,2,calories,dining
what 's the calorie content of cheetos,32,2,calories,dining
looks up the calories in cheetos,32,2,calories,dining
calorie count of cheetos,32,2,calories,dining
how many calories do cheetos have,32,2,calories,dining
how many calories are in a cup of white rice,32,2,calories,dining
how many calories are in vanilla ice cream,32,2,calories,dining
one cup of almonds has how many calories,32,2,calories,dining
what 's the calorie info for 2 cups of regular chex mix,32,2,calories,dining
what 's the caloric content in a bowl of rice crispies with milk,32,2,calories,dining
a bowl of cheerios with milk has how many calories,32,2,calories,dining
how many calories are in a bag of regular doritos,32,2,calories,dining
how many calories are in chocolate ice cream,32,2,calories,dining
2 cups of grapes have how many calories,32,2,calories,dining
how many calories are in spaghetti and meat sauce,32,2,calories,dining
"in one cookie , how many calories would i find",32,2,calories,dining
what is the calorie count for one cookie,32,2,calories,dining
"if i ate a cookie , how many calories would i be ingesting",32,2,calories,dining
cookies have how many calories,32,2,calories,dining
how many calories are in a cookie,32,2,calories,dining
how many calories in gum,32,2,calories,dining
how many calories in chicken,32,2,calories,dining
how many calories in meatloaf,32,2,calories,dining
how many calories are in chicken breast,32,2,calories,dining
how many calories in peanuts,32,2,calories,dining
what is the total number of calories in a bag of potato chips,32,2,calories,dining
can you tell me the amount of calories i can expect one tuna sandwich to contain,32,2,calories,dining
give me expected number of calories in a breakfast burrito,32,2,calories,dining
can you tell me the number of calories in one serving of whole cashews,32,2,calories,dining
please tell me the total calories a single serving of chocolate ice cream is expected to contain,32,2,calories,dining
i need to know the total calories for a chicken caesar salad,32,2,calories,dining
please tell me how many calories one chocolate bar contains,32,2,calories,dining
what 's the average number of calories in one cup of tomato soup,32,2,calories,dining
do you know how many calories are in a single chicken breast,32,2,calories,dining
i need to know the number of calories on average in a handful of pistachios,32,2,calories,dining
what is the caloric value of a cookie,32,2,calories,dining
how many calories are in cookies,32,2,calories,dining
can you tell me how many calories are in cookies,32,2,calories,dining
what is the calorie count in a cookie,32,2,calories,dining
what are the calories in a cookie,32,2,calories,dining
what is the calorie count for muffins,32,2,calories,dining
are there a lot of calories in muffins,32,2,calories,dining
tell me the amount of calories in muffins,32,2,calories,dining
what is the caloric total in these muffins,32,2,calories,dining
what amount of calories are in one muffin,32,2,calories,dining
look up the calories in an apple,32,2,calories,dining
tell me the calorie content of an apple,32,2,calories,dining
what 's the caloric content of an apple,32,2,calories,dining
tell me the calorie content for an apple,32,2,calories,dining
i need to know the calorie content in a piece of pepperoni pizza,32,2,calories,dining
how many calories are in an apple,32,2,calories,dining
i want the calorie content for a banana,32,2,calories,dining
tell me the number of calories in a banana,32,2,calories,dining
what is the calorie look like in apples,32,2,calories,dining
what is the calorie going to be if i'm eating cereal,32,2,calories,dining
add up the calories in tacos,32,2,calories,dining
how many calories are in cheerios,32,2,calories,dining
what type of calorie numbers are in onions,32,2,calories,dining
i need to know the calorie count of a bacon cheeseburger,32,2,calories,dining
whats the calorie content of oatmeal,32,2,calories,dining
what is the calorie count of an apple,32,2,calories,dining
how many calories on average are in a hot dog,32,2,calories,dining
how many calories are in a piece of bacon,32,2,calories,dining
let my credit card company know that my card split in half,26,1,damaged_card,credit_card
how do you report a burned debit card,26,1,damaged_card,credit_card
"my card split in half , how do i report it",26,1,damaged_card,credit_card
report my burned card to the company,26,1,damaged_card,credit_card
what do i say when i report a split credit card,26,1,damaged_card,credit_card
my card was damaged by my cat can i report that,26,1,damaged_card,credit_card
i dropped my card in my gasoline and the printing wore off,26,1,damaged_card,credit_card
i need to report that my dog chewed up my card,26,1,damaged_card,credit_card
it seems i ca n't use my card since it has been damaged,26,1,damaged_card,credit_card
"unfortunately , my card is damaged and unusable",26,1,damaged_card,credit_card
what should i do with an unusable and damaged card,26,1,damaged_card,credit_card
my card is unusable because it 's damaged,26,1,damaged_card,credit_card
i cracked my card and need a replacement,26,1,damaged_card,credit_card
my card got melted and i need to report it,26,1,damaged_card,credit_card
"my card got melted and i need to report it , please",26,1,damaged_card,credit_card
"my card got melted in the dryer and i need to report it , please",26,1,damaged_card,credit_card
my card got damaged and i need to report it,26,1,damaged_card,credit_card
"my card got damaged and i need to report it , please",26,1,damaged_card,credit_card
my card is damaged so i can not use it,26,1,damaged_card,credit_card
report the card has been damaged,26,1,damaged_card,credit_card
"i can not use my card , it is damaged",26,1,damaged_card,credit_card
"the card is torn , let 's report it",26,1,damaged_card,credit_card
report that the card has been wrecked,26,1,damaged_card,credit_card
my card is damaged and no longer function,26,1,damaged_card,credit_card
my card is damaged and unusable,26,1,damaged_card,credit_card
"my card is wrecked , let 's report it",26,1,damaged_card,credit_card
report the card has been torn,26,1,damaged_card,credit_card
i can not use my card since it is damaged,26,1,damaged_card,credit_card
i need to report a bent card,26,1,damaged_card,credit_card
"my card split in half , can i report it",26,1,damaged_card,credit_card
"i cracked my card , order a new one",26,1,damaged_card,credit_card
report that i split my card,26,1,damaged_card,credit_card
please make a report that my card is split,26,1,damaged_card,credit_card
"the magnetic strip on my card is scratched , let the card company know",26,1,damaged_card,credit_card
"i cut up the wrong card , please contact the bank and let them know",26,1,damaged_card,credit_card
"i creased my card today , contact the bank",26,1,damaged_card,credit_card
"my card is cracked , please tell the card company",26,1,damaged_card,credit_card
"the dog chewed up my card , will you find out what it takes to get a replacement",26,1,damaged_card,credit_card
the plastic numbers on my card are falling off,26,1,damaged_card,credit_card
corner of my credit card is chipped off,26,1,damaged_card,credit_card
my card got snapped in half,26,1,damaged_card,credit_card
my card is too scratched and wo n't read correctly,26,1,damaged_card,credit_card
the sticker on my card is peeling off,26,1,damaged_card,credit_card
i ca n't use my card because it is broken,26,1,damaged_card,credit_card
my broken card wo n't work,26,1,damaged_card,credit_card
i ca n't use my damaged card,26,1,damaged_card,credit_card
my damage card is not working,26,1,damaged_card,credit_card
my damage card will not work,26,1,damaged_card,credit_card
i do n't know who to notify that i ran my credit card over with the lawn mower,26,1,damaged_card,credit_card
i ran my credit card over with the lawn mower and need to replace it,26,1,damaged_card,credit_card
i need to replace my credit card because i ran it over with the lawn mower,26,1,damaged_card,credit_card
my card is partially damaged how do i report this,26,1,damaged_card,credit_card
my card is not working and i need to let them know,26,1,damaged_card,credit_card
my card broke in half and i need to report this,26,1,damaged_card,credit_card
the chip on my card is damaged and i need a new one,26,1,damaged_card,credit_card
